date,bulletin_no,currency_code,currency_unit,forex_buying,forex_selling
2026-05-06,2026/85,KWD,1,146.5576,148.4753
2026-05-06,2026/85,KZT,1,0.09685,0.09812
2026-05-06,2026/85,NOK,1,4.8628,4.8955
2026-05-06,2026/85,PKR,1,0.16111,0.16322
2026-05-06,2026/85,QAR,1,12.3157,12.4768
2026-05-06,2026/85,RON,1,10.0570,10.1886
2026-05-06,2026/85,RUB,1,0.59608,0.60388
2026-05-06,2026/85,SAR,1,12.0315,12.0532
2026-05-06,2026/85,SEK,1,4.8814,4.9319
2026-05-06,2026/85,USD,1,45.1436,45.2250
2026-05-07,2026/86,AED,1,12.2261,12.3861
2026-05-07,2026/86,AUD,1,32.6961,32.9093
2026-05-07,2026/86,AZN,1,26.4138,26.7594
2026-05-07,2026/86,CAD,1,33.0898,33.2390
2026-05-07,2026/86,CHF,1,57.9213,58.2932
2026-05-07,2026/86,CNY,1,6.6015,6.6879
2026-05-07,2026/86,DKK,1,7.0989,7.1338
2026-05-07,2026/86,EUR,1,53.1305,53.2262
2026-05-07,2026/86,GBP,1,61.3843,61.7044
2026-05-07,2026/86,JPY,100,28.8128,29.0036
2026-05-07,2026/86,KRW,1,0.03096,0.03136
2026-05-07,2026/86,KWD,1,146.6475,148.5664
2026-05-07,2026/86,KZT,1,0.09690,0.09817
2026-05-07,2026/86,NOK,1,4.8724,4.9052
2026-05-07,2026/86,PKR,1,0.16116,0.16327
2026-05-07,2026/86,QAR,1,12.3192,12.4804
2026-05-07,2026/86,RON,1,10.0350,10.1663
2026-05-07,2026/86,RUB,1,0.60102,0.60888
2026-05-07,2026/86,SAR,1,12.0391,12.0608
2026-05-07,2026/86,SEK,1,4.8807,4.9313
2026-05-07,2026/86,USD,1,45.1566,45.2379
2026-05-08,2026/87,AED,1,12.2349,12.3950
2026-05-08,2026/87,AUD,1,32.6057,32.8183
2026-05-08,2026/87,AZN,1,26.4334,26.7792
2026-05-08,2026/87,CAD,1,33.0605,33.2096
2026-05-08,2026/87,CHF,1,57.9152,58.2870
2026-05-08,2026/87,CNY,1,6.6067,6.6931
2026-05-08,2026/87,DKK,1,7.0997,7.1346
2026-05-08,2026/87,EUR,1,53.1363,53.2320
2026-05-08,2026/87,GBP,1,61.3621,61.6820
2026-05-08,2026/87,JPY,100,28.7572,28.9476
2026-05-08,2026/87,KRW,1,0.03062,0.03102
2026-05-08,2026/87,KWD,1,146.7561,148.6764
2026-05-08,2026/87,KZT,1,0.09730,0.09857
2026-05-08,2026/87,NOK,1,4.8819,4.9147
2026-05-08,2026/87,PKR,1,0.16127,0.16338
2026-05-08,2026/87,QAR,1,12.3337,12.4951
2026-05-08,2026/87,RON,1,10.0772,10.2091
2026-05-08,2026/87,RUB,1,0.60209,0.60996
2026-05-08,2026/87,SAR,1,12.0465,12.0682
2026-05-08,2026/87,SEK,1,4.8778,4.9283
2026-05-08,2026/87,USD,1,45.1900,45.2714
2026-05-11,2026/88,AED,1,12.2634,12.4239
2026-05-11,2026/88,AUD,1,32.7199,32.9333
2026-05-11,2026/88,AZN,1,26.4948,26.8415
2026-05-11,2026/88,CAD,1,33.0901,33.2393
2026-05-11,2026/88,CHF,1,58.0548,58.4275
2026-05-11,2026/88,CNY,1,6.6277,6.7144
2026-05-11,2026/88,DKK,1,7.1228,7.1578
2026-05-11,2026/88,EUR,1,53.3097,53.4057
2026-05-11,2026/88,GBP,1,61.4972,61.8179
2026-05-11,2026/88,JPY,100,28.7618,28.9523
2026-05-11,2026/88,KRW,1,0.03059,0.03099
2026-05-11,2026/88,KWD,1,147.0733,148.9978
2026-05-11,2026/88,KZT,1,0.09725,0.09853
2026-05-11,2026/88,NOK,1,4.9117,4.9448
2026-05-11,2026/88,PKR,1,0.16169,0.16380
2026-05-11,2026/88,QAR,1,12.3570,12.5187
2026-05-11,2026/88,RON,1,10.1686,10.3017
2026-05-11,2026/88,RUB,1,0.60791,0.61587
2026-05-11,2026/88,SAR,1,12.0735,12.0953
2026-05-11,2026/88,SEK,1,4.8815,4.9321
2026-05-11,2026/88,USD,1,45.2951,45.3767
2026-05-12,2026/89,AED,1,12.2683,12.4289
2026-05-12,2026/89,AUD,1,32.6416,32.8545
2026-05-12,2026/89,AZN,1,26.5053,26.8521
2026-05-12,2026/89,CAD,1,33.0206,33.1696
2026-05-12,2026/89,CHF,1,57.9054,58.2772
2026-05-12,2026/89,CNY,1,6.6324,6.7192
2026-05-12,2026/89,DKK,1,7.1125,7.1474
2026-05-12,2026/89,EUR,1,53.2242,53.3201
2026-05-12,2026/89,GBP,1,61.2188,61.5380
2026-05-12,2026/89,JPY,100,28.6906,28.8805
2026-05-12,2026/89,KRW,1,0.03025,0.03065
2026-05-12,2026/89,KWD,1,147.1314,149.0566
2026-05-12,2026/89,KZT,1,0.09712,0.09839
2026-05-12,2026/89,NOK,1,4.9281,4.9613
2026-05-12,2026/89,PKR,1,0.16175,0.16386
2026-05-12,2026/89,QAR,1,12.3610,12.5228
2026-05-12,2026/89,RON,1,10.1602,10.2932
2026-05-12,2026/89,RUB,1,0.60958,0.61755
2026-05-12,2026/89,SAR,1,12.0767,12.0985
2026-05-12,2026/89,SEK,1,4.8686,4.9190
2026-05-12,2026/89,USD,1,45.3130,45.3946
2026-05-13,2026/90,AED,1,12.2735,12.4341
2026-05-13,2026/90,AUD,1,32.7531,32.9667
2026-05-13,2026/90,AZN,1,26.5156,26.8626
2026-05-13,2026/90,CAD,1,33.0462,33.1952
2026-05-13,2026/90,CHF,1,57.8588,58.2303
2026-05-13,2026/90,CNY,1,6.6378,6.7246
2026-05-13,2026/90,DKK,1,7.0935,7.1283
2026-05-13,2026/90,EUR,1,53.0837,53.1794
2026-05-13,2026/90,GBP,1,61.1688,61.4877
2026-05-13,2026/90,JPY,100,28.6566,28.8464
2026-05-13,2026/90,KRW,1,0.03027,0.03066
2026-05-13,2026/90,KWD,1,147.1408,149.0662
2026-05-13,2026/90,KZT,1,0.09619,0.09745
2026-05-13,2026/90,NOK,1,4.9250,4.9581
2026-05-13,2026/90,PKR,1,0.16182,0.16394
2026-05-13,2026/90,QAR,1,12.3667,12.5286
2026-05-13,2026/90,RON,1,10.1401,10.2727
2026-05-13,2026/90,RUB,1,0.61272,0.62073
2026-05-13,2026/90,SAR,1,12.0809,12.1027
2026-05-13,2026/90,SEK,1,4.8467,4.8969
2026-05-13,2026/90,USD,1,45.3307,45.4123
2026-05-14,2026/91,AED,1,12.2779,12.4386
2026-05-14,2026/91,AUD,1,32.7877,33.0015
2026-05-14,2026/91,AZN,1,26.5259,26.8730
2026-05-14,2026/91,CAD,1,33.0272,33.1762
2026-05-14,2026/91,CHF,1,57.8671,58.2386
2026-05-14,2026/91,CNY,1,6.6454,6.7323
2026-05-14,2026/91,DKK,1,7.0946,7.1295
2026-05-14,2026/91,EUR,1,53.0971,53.1928
2026-05-14,2026/91,GBP,1,61.1737,61.4926
2026-05-14,2026/91,JPY,100,28.6474,28.8371
2026-05-14,2026/91,KRW,1,0.03024,0.03063
2026-05-14,2026/91,KWD,1,147.1978,149.1239
2026-05-14,2026/91,KZT,1,0.09514,0.09638
2026-05-14,2026/91,NOK,1,4.9185,4.9516
2026-05-14,2026/91,PKR,1,0.16190,0.16402
2026-05-14,2026/91,QAR,1,12.3706,12.5325
2026-05-14,2026/91,RON,1,10.1406,10.2733
2026-05-14,2026/91,RUB,1,0.61358,0.62161
2026-05-14,2026/91,SAR,1,12.0864,12.1082
2026-05-14,2026/91,SEK,1,4.8437,4.8938
2026-05-14,2026/91,USD,1,45.3482,45.4299
2026-05-15,2026/92,AED,1,12.2887,12.4495
2026-05-15,2026/92,AUD,1,32.4181,32.6295
2026-05-15,2026/92,AZN,1,26.5490,26.8964
2026-05-15,2026/92,CAD,1,32.9664,33.1151
2026-05-15,2026/92,CHF,1,57.6434,58.0135
2026-05-15,2026/92,CNY,1,6.6300,6.7167
2026-05-15,2026/92,DKK,1,7.0562,7.0909
2026-05-15,2026/92,EUR,1,52.8112,52.9064
2026-05-15,2026/92,GBP,1,60.5284,60.8439
2026-05-15,2026/92,JPY,100,28.5694,28.7586
2026-05-15,2026/92,KRW,1,0.03010,0.03050
2026-05-15,2026/92,KWD,1,147.3259,149.2537
2026-05-15,2026/92,KZT,1,0.09605,0.09731
2026-05-15,2026/92,NOK,1,4.8621,4.8948
2026-05-15,2026/92,PKR,1,0.16204,0.16416
2026-05-15,2026/92,QAR,1,12.3820,12.5440
2026-05-15,2026/92,RON,1,10.0796,10.2114
2026-05-15,2026/92,RUB,1,0.61558,0.62363
2026-05-15,2026/92,SAR,1,12.0954,12.1172
2026-05-15,2026/92,SEK,1,4.7934,4.8430
2026-05-15,2026/92,USD,1,45.3877,45.4695
2026-05-18,2026/93,AED,1,12.3050,12.4660
2026-05-18,2026/93,AUD,1,32.4376,32.6491
2026-05-18,2026/93,AZN,1,26.5841,26.9320
2026-05-18,2026/93,CAD,1,33.0232,33.1722
2026-05-18,2026/93,CHF,1,57.7258,58.0964
2026-05-18,2026/93,CNY,1,6.6452,6.7322
2026-05-18,2026/93,DKK,1,7.0645,7.0992
2026-05-18,2026/93,EUR,1,52.8818,52.9771
2026-05-18,2026/93,GBP,1,60.6247,60.9407
2026-05-18,2026/93,JPY,100,28.5346,28.7235
2026-05-18,2026/93,KRW,1,0.03016,0.03056
2026-05-18,2026/93,KWD,1,147.3044,149.2319
2026-05-18,2026/93,KZT,1,0.09654,0.09780
2026-05-18,2026/93,NOK,1,4.8764,4.9092
2026-05-18,2026/93,PKR,1,0.16226,0.16438
2026-05-18,2026/93,QAR,1,12.3986,12.5609
2026-05-18,2026/93,RON,1,10.0950,10.2271
2026-05-18,2026/93,RUB,1,0.62191,0.63005
2026-05-18,2026/93,SAR,1,12.1097,12.1315
2026-05-18,2026/93,SEK,1,4.8005,4.8502
2026-05-18,2026/93,USD,1,45.4477,45.5296
2026-05-20,2026/94,AED,1,12.3216,12.4829
2026-05-20,2026/94,AUD,1,32.3031,32.5137
2026-05-20,2026/94,AZN,1,26.6199,26.9683
2026-05-20,2026/94,CAD,1,33.0087,33.1576
2026-05-20,2026/94,CHF,1,57.4567,57.8256
2026-05-20,2026/94,CNY,1,6.6506,6.7376
2026-05-20,2026/94,DKK,1,7.0502,7.0848
2026-05-20,2026/94,EUR,1,52.7680,52.8631
2026-05-20,2026/94,GBP,1,60.8275,61.1446
2026-05-20,2026/94,JPY,100,28.5471,28.7361
2026-05-20,2026/94,KRW,1,0.03005,0.03044
2026-05-20,2026/94,KWD,1,147.5029,149.4329
2026-05-20,2026/94,KZT,1,0.09589,0.09714
2026-05-20,2026/94,NOK,1,4.8877,4.9206
2026-05-20,2026/94,PKR,1,0.16196,0.16408
2026-05-20,2026/94,QAR,1,12.4145,12.5769
2026-05-20,2026/94,RON,1,10.0312,10.1624
2026-05-20,2026/94,RUB,1,0.63542,0.64374
2026-05-20,2026/94,SAR,1,12.1276,12.1495
2026-05-20,2026/94,SEK,1,4.8201,4.8700
2026-05-20,2026/94,USD,1,45.5090,45.5909
2026-05-21,2026/95,AED,1,12.3266,12.4879
2026-05-21,2026/95,AUD,1,32.3629,32.5740
2026-05-21,2026/95,AZN,1,26.6309,26.9793
2026-05-21,2026/95,CAD,1,33.0227,33.1716
2026-05-21,2026/95,CHF,1,57.6871,58.0575
2026-05-21,2026/95,CNY,1,6.6563,6.7434
2026-05-21,2026/95,DKK,1,7.0648,7.0995
2026-05-21,2026/95,EUR,1,52.8774,52.9726
2026-05-21,2026/95,GBP,1,61.0461,61.3643
2026-05-21,2026/95,JPY,100,28.5549,28.7440
2026-05-21,2026/95,KRW,1,0.03006,0.03046
2026-05-21,2026/95,KWD,1,147.5635,149.4944
2026-05-21,2026/95,KZT,1,0.09608,0.09733
2026-05-21,2026/95,NOK,1,4.9062,4.9392
2026-05-21,2026/95,PKR,1,0.16257,0.16470
2026-05-21,2026/95,QAR,1,12.4196,12.5821
2026-05-21,2026/95,RON,1,10.0260,10.1572
2026-05-21,2026/95,RUB,1,0.63718,0.64551
2026-05-21,2026/95,SAR,1,12.1325,12.1544
2026-05-21,2026/95,SEK,1,4.8447,4.8949
2026-05-21,2026/95,USD,1,45.5277,45.6097
2026-05-22,2026/96,AED,1,12.3330,12.4944
2026-05-22,2026/96,AUD,1,32.4034,32.6147
2026-05-22,2026/96,AZN,1,26.6458,26.9945
2026-05-22,2026/96,CAD,1,32.9827,33.1314
2026-05-22,2026/96,CHF,1,57.7947,58.1658
2026-05-22,2026/96,CNY,1,6.6662,6.7534
2026-05-22,2026/96,DKK,1,7.0626,7.0973
2026-05-22,2026/96,EUR,1,52.8599,52.9552
2026-05-22,2026/96,GBP,1,61.0503,61.3686
2026-05-22,2026/96,JPY,100,28.5600,28.7491
2026-05-22,2026/96,KRW,1,0.02986,0.03025
2026-05-22,2026/96,KWD,1,147.6462,149.5782
2026-05-22,2026/96,KZT,1,0.09597,0.09723
2026-05-22,2026/96,NOK,1,4.9145,4.9475
2026-05-22,2026/96,PKR,1,0.16269,0.16482
2026-05-22,2026/96,QAR,1,12.4320,12.5947
2026-05-22,2026/96,RON,1,10.0151,10.1462
2026-05-22,2026/96,RUB,1,0.63433,0.64264
2026-05-22,2026/96,SAR,1,12.1386,12.1604
2026-05-22,2026/96,SEK,1,4.8471,4.8973
2026-05-22,2026/96,USD,1,45.5532,45.6353
2026-05-25,2026/97,AED,1,12.3545,12.5161
2026-05-25,2026/97,AUD,1,32.6224,32.8352
2026-05-25,2026/97,AZN,1,26.6914,27.0407
2026-05-25,2026/97,CAD,1,32.9901,33.1389
2026-05-25,2026/97,CHF,1,58.2456,58.6195
2026-05-25,2026/97,CNY,1,6.6890,6.7766
2026-05-25,2026/97,DKK,1,7.0982,7.1330
2026-05-25,2026/97,EUR,1,53.1224,53.2181
2026-05-25,2026/97,GBP,1,61.4571,61.7775
2026-05-25,2026/97,JPY,100,28.6420,28.8316
2026-05-25,2026/97,KRW,1,0.02998,0.03037
2026-05-25,2026/97,KWD,1,147.9474,149.8833
2026-05-25,2026/97,KZT,1,0.09588,0.09714
2026-05-25,2026/97,NOK,1,4.9253,4.9584
2026-05-25,2026/97,PKR,1,0.16297,0.16510
2026-05-25,2026/97,QAR,1,12.4478,12.6107
2026-05-25,2026/97,RON,1,10.0721,10.2039
2026-05-25,2026/97,RUB,1,0.63181,0.64008
2026-05-25,2026/97,SAR,1,12.1606,12.1825
2026-05-25,2026/97,SEK,1,4.8945,4.9452
2026-05-25,2026/97,USD,1,45.6312,45.7134
2026-06-01,2026/98,AED,1,12.4067,12.5691
2026-06-01,2026/98,AUD,1,32.8210,33.0350
2026-06-01,2026/98,AZN,1,26.8047,27.1554
2026-06-01,2026/98,CAD,1,33.1185,33.2678
2026-06-01,2026/98,CHF,1,58.3619,58.7366
2026-06-01,2026/98,CNY,1,6.7355,6.8236
2026-06-01,2026/98,DKK,1,7.1346,7.1696
2026-06-01,2026/98,EUR,1,53.4042,53.5004
2026-06-01,2026/98,GBP,1,61.5996,61.9207
2026-06-01,2026/98,JPY,100,28.6684,28.8583
2026-06-01,2026/98,KRW,1,0.03022,0.03062
2026-06-01,2026/98,KWD,1,148.5748,150.5190
2026-06-01,2026/98,KZT,1,0.09304,0.09426
2026-06-01,2026/98,NOK,1,4.9445,4.9778
2026-06-01,2026/98,PKR,1,0.16369,0.16583
2026-06-01,2026/98,QAR,1,12.5006,12.6642
2026-06-01,2026/98,RON,1,10.1102,10.2425
2026-06-01,2026/98,RUB,1,0.63523,0.64354
2026-06-01,2026/98,SAR,1,12.2109,12.2329
2026-06-01,2026/98,SEK,1,4.9297,4.9807
2026-06-01,2026/98,USD,1,45.8248,45.9073
2026-06-02,2026/99,AED,1,12.4111,12.5735
2026-06-02,2026/99,AUD,1,32.8408,33.0550
2026-06-02,2026/99,AZN,1,26.8137,27.1645
2026-06-02,2026/99,CAD,1,33.0652,33.2144
2026-06-02,2026/99,CHF,1,58.2348,58.6087
2026-06-02,2026/99,CNY,1,6.7405,6.8287
2026-06-02,2026/99,DKK,1,7.1322,7.1673
2026-06-02,2026/99,EUR,1,53.3878,53.4840
2026-06-02,2026/99,GBP,1,61.6463,61.9677
2026-06-02,2026/99,JPY,100,28.6302,28.8198
2026-06-02,2026/99,KRW,1,0.03003,0.03042
2026-06-02,2026/99,KWD,1,148.5765,150.5206
2026-06-02,2026/99,KZT,1,0.09277,0.09398
2026-06-02,2026/99,NOK,1,4.9317,4.9649
2026-06-02,2026/99,PKR,1,0.16321,0.16534
2026-06-02,2026/99,QAR,1,12.5048,12.6685
2026-06-02,2026/99,RON,1,10.1036,10.2359
2026-06-02,2026/99,RUB,1,0.62742,0.63563
2026-06-02,2026/99,SAR,1,12.2145,12.2365
2026-06-02,2026/99,SEK,1,4.9144,4.9653
2026-06-02,2026/99,USD,1,45.8402,45.9228
2026-06-03,2026/100,AED,1,12.4191,12.5816
2026-06-03,2026/100,AUD,1,32.7845,32.9983
2026-06-03,2026/100,AZN,1,26.8309,27.1820
2026-06-03,2026/100,CAD,1,33.0634,33.2125
2026-06-03,2026/100,CHF,1,57.9915,58.3639
2026-06-03,2026/100,CNY,1,6.7367,6.8248
2026-06-03,2026/100,DKK,1,7.1182,7.1531
2026-06-03,2026/100,EUR,1,53.2768,53.3728
2026-06-03,2026/100,GBP,1,61.5885,61.9096
2026-06-03,2026/100,JPY,100,28.6336,28.8232
2026-06-03,2026/100,KRW,1,0.02988,0.03027
2026-06-03,2026/100,KWD,1,148.6718,150.6172
2026-06-03,2026/100,KZT,1,0.09318,0.09440
2026-06-03,2026/100,NOK,1,4.9284,4.9616
2026-06-03,2026/100,PKR,1,0.16385,0.16600
2026-06-03,2026/100,QAR,1,12.5129,12.6766
2026-06-03,2026/100,RON,1,10.0749,10.2067
2026-06-03,2026/100,RUB,1,0.61972,0.62783
2026-06-03,2026/100,SAR,1,12.2192,12.2412
2026-06-03,2026/100,SEK,1,4.8794,4.9299
2026-06-03,2026/100,USD,1,45.8696,45.9522
2026-06-04,2026/101,AED,1,12.4232,12.5858
2026-06-04,2026/101,AUD,1,32.6663,32.8793
2026-06-04,2026/101,AZN,1,26.8412,27.1925
2026-06-04,2026/101,CAD,1,32.9505,33.0991
2026-06-04,2026/101,CHF,1,57.9435,58.3156
2026-06-04,2026/101,CNY,1,6.7353,6.8235
2026-06-04,2026/101,DKK,1,7.1239,7.1589
2026-06-04,2026/101,EUR,1,53.3268,53.4229
2026-06-04,2026/101,GBP,1,61.5527,61.8736
2026-06-04,2026/101,JPY,100,28.6351,28.8247
2026-06-04,2026/101,KRW,1,0.02972,0.03011
2026-06-04,2026/101,KWD,1,148.6565,150.6016
2026-06-04,2026/101,KZT,1,0.09396,0.09519
2026-06-04,2026/101,NOK,1,4.9176,4.9506
2026-06-04,2026/101,PKR,1,0.16391,0.16605
2026-06-04,2026/101,QAR,1,12.5168,12.6806
2026-06-04,2026/101,RON,1,10.0845,10.2165
2026-06-04,2026/101,RUB,1,0.61387,0.62190
2026-06-04,2026/101,SAR,1,12.2225,12.2445
2026-06-04,2026/101,SEK,1,4.8796,4.9301
2026-06-04,2026/101,USD,1,45.8873,45.9700
2026-06-05,2026/102,AED,1,12.4294,12.5921
2026-06-05,2026/102,AUD,1,32.6771,32.8902
2026-06-05,2026/102,AZN,1,26.8536,27.2050
2026-06-05,2026/102,CAD,1,33.0192,33.1681
2026-06-05,2026/102,CHF,1,58.1289,58.5022
2026-06-05,2026/102,CNY,1,6.7437,6.8320
2026-06-05,2026/102,DKK,1,7.1355,7.1705
2026-06-05,2026/102,EUR,1,53.4156,53.5118
2026-06-05,2026/102,GBP,1,61.6753,61.9969
2026-06-05,2026/102,JPY,100,28.6371,28.8267
2026-06-05,2026/102,KRW,1,0.02965,0.03004
2026-06-05,2026/102,KWD,1,148.7248,150.6708
2026-06-05,2026/102,KZT,1,0.09374,0.09496
2026-06-05,2026/102,NOK,1,4.9125,4.9456
2026-06-05,2026/102,PKR,1,0.16402,0.16617
2026-06-05,2026/102,QAR,1,12.5319,12.6958
2026-06-05,2026/102,RON,1,10.1121,10.2444
2026-06-05,2026/102,RUB,1,0.61947,0.62758
2026-06-05,2026/102,SAR,1,12.2279,12.2499
2026-06-05,2026/102,SEK,1,4.8922,4.9429
2026-06-05,2026/102,USD,1,45.9084,45.9911
2026-06-08,2026/103,AED,1,12.4576,12.6207
2026-06-08,2026/103,AUD,1,32.3792,32.5903
2026-06-08,2026/103,AZN,1,26.9156,27.2678
2026-06-08,2026/103,CAD,1,32.9499,33.0985
2026-06-08,2026/103,CHF,1,57.5607,57.9303
2026-06-08,2026/103,CNY,1,6.7446,6.8328
2026-06-08,2026/103,DKK,1,7.0808,7.1155
2026-06-08,2026/103,EUR,1,53.0044,53.0999
2026-06-08,2026/103,GBP,1,61.2478,61.5671
2026-06-08,2026/103,JPY,100,28.6744,28.8643
2026-06-08,2026/103,KRW,1,0.02986,0.03025
2026-06-08,2026/103,KWD,1,148.9228,150.8714
2026-06-08,2026/103,KZT,1,0.09416,0.09539
2026-06-08,2026/103,NOK,1,4.8519,4.8845
2026-06-08,2026/103,PKR,1,0.16440,0.16655
2026-06-08,2026/103,QAR,1,12.5508,12.7150
2026-06-08,2026/103,RON,1,10.0494,10.1809
2026-06-08,2026/103,RUB,1,0.62288,0.63103
2026-06-08,2026/103,SAR,1,12.2524,12.2745
2026-06-08,2026/103,SEK,1,4.8445,4.8947
2026-06-08,2026/103,USD,1,46.0144,46.0973
2026-06-09,2026/104,AED,1,12.4633,12.6263
2026-06-09,2026/104,AUD,1,32.3994,32.6107
2026-06-09,2026/104,AZN,1,26.9264,27.2787
2026-06-09,2026/104,CAD,1,32.9909,33.1397
2026-06-09,2026/104,CHF,1,57.6705,58.0408
2026-06-09,2026/104,CNY,1,6.7603,6.8488
2026-06-09,2026/104,DKK,1,7.1058,7.1407
2026-06-09,2026/104,EUR,1,53.1940,53.2899
2026-06-09,2026/104,GBP,1,61.5002,61.8208
2026-06-09,2026/104,JPY,100,28.6698,28.8596
2026-06-09,2026/104,KRW,1,0.03009,0.03049
2026-06-09,2026/104,KWD,1,148.9824,150.9318
2026-06-09,2026/104,KZT,1,0.09361,0.09484
2026-06-09,2026/104,NOK,1,4.8516,4.8842
2026-06-09,2026/104,PKR,1,0.16449,0.16665
2026-06-09,2026/104,QAR,1,12.5558,12.7201
2026-06-09,2026/104,RON,1,10.0978,10.2300
2026-06-09,2026/104,RUB,1,0.63567,0.64399
2026-06-09,2026/104,SAR,1,12.2614,12.2835
2026-06-09,2026/104,SEK,1,4.8658,4.9162
2026-06-09,2026/104,USD,1,46.0328,46.1158
2026-06-10,2026/105,AED,1,12.4675,12.6306
2026-06-10,2026/105,AUD,1,32.2098,32.4199
2026-06-10,2026/105,AZN,1,26.9359,27.2883
2026-06-10,2026/105,CAD,1,33.0039,33.1528
2026-06-10,2026/105,CHF,1,57.5223,57.8916
2026-06-10,2026/105,CNY,1,6.7559,6.8443
2026-06-10,2026/105,DKK,1,7.1051,7.1400
2026-06-10,2026/105,EUR,1,53.1886,53.2844
2026-06-10,2026/105,GBP,1,61.5444,61.8653
2026-06-10,2026/105,JPY,100,28.6334,28.8230
2026-06-10,2026/105,KRW,1,0.03004,0.03043
2026-06-10,2026/105,KWD,1,149.0348,150.9850
2026-06-10,2026/105,KZT,1,0.09376,0.09499
2026-06-10,2026/105,NOK,1,4.8402,4.8728
2026-06-10,2026/105,PKR,1,0.16455,0.16671
2026-06-10,2026/105,QAR,1,12.5603,12.7246
2026-06-10,2026/105,RON,1,10.0983,10.2304
2026-06-10,2026/105,RUB,1,0.63590,0.64422
2026-06-10,2026/105,SAR,1,12.2662,12.2883
2026-06-10,2026/105,SEK,1,4.8342,4.8842
2026-06-10,2026/105,USD,1,46.0491,46.1320
2026-06-11,2026/106,AED,1,12.4725,12.6357
2026-06-11,2026/106,AUD,1,32.1595,32.3692
2026-06-11,2026/106,AZN,1,26.9463,27.2989
2026-06-11,2026/106,CAD,1,32.9275,33.0760
2026-06-11,2026/106,CHF,1,57.4936,57.8627
2026-06-11,2026/106,CNY,1,6.7588,6.8473
2026-06-11,2026/106,DKK,1,7.0997,7.1346
2026-06-11,2026/106,EUR,1,53.1485,53.2443
2026-06-11,2026/106,GBP,1,61.4820,61.8026
2026-06-11,2026/106,JPY,100,28.6274,28.8169
2026-06-11,2026/106,KRW,1,0.02992,0.03031
2026-06-11,2026/106,KWD,1,149.0926,151.0435
2026-06-11,2026/106,KZT,1,0.09391,0.09514
2026-06-11,2026/106,NOK,1,4.8324,4.8649
2026-06-11,2026/106,PKR,1,0.16462,0.16677
2026-06-11,2026/106,QAR,1,12.5651,12.7295
2026-06-11,2026/106,RON,1,10.0871,10.2191
2026-06-11,2026/106,RUB,1,0.63460,0.64291
2026-06-11,2026/106,SAR,1,12.2724,12.2945
2026-06-11,2026/106,SEK,1,4.8141,4.8640
2026-06-11,2026/106,USD,1,46.0669,46.1499
2026-06-12,2026/107,AED,1,12.4776,12.6409
2026-06-12,2026/107,AUD,1,32.3635,32.5745
2026-06-12,2026/107,AZN,1,26.9573,27.3101
2026-06-12,2026/107,CAD,1,32.9109,33.0594
2026-06-12,2026/107,CHF,1,57.7622,58.1330
2026-06-12,2026/107,CNY,1,6.7771,6.8658
2026-06-12,2026/107,DKK,1,7.1256,7.1606
2026-06-12,2026/107,EUR,1,53.3419,53.4381
2026-06-12,2026/107,GBP,1,61.6939,62.0156
2026-06-12,2026/107,JPY,100,28.7039,28.8940
2026-06-12,2026/107,KRW,1,0.03015,0.03055
2026-06-12,2026/107,KWD,1,149.1536,151.1053
2026-06-12,2026/107,KZT,1,0.09367,0.09490
2026-06-12,2026/107,NOK,1,4.8229,4.8553
2026-06-12,2026/107,PKR,1,0.16471,0.16687
2026-06-12,2026/107,QAR,1,12.5703,12.7348
2026-06-12,2026/107,RON,1,10.1292,10.2617
2026-06-12,2026/107,RUB,1,0.63143,0.63970
2026-06-12,2026/107,SAR,1,12.2774,12.2995
2026-06-12,2026/107,SEK,1,4.8609,4.9113
2026-06-12,2026/107,USD,1,46.0857,46.1688
2026-06-15,2026/108,AED,1,12.5067,12.6704
2026-06-15,2026/108,AUD,1,32.5918,32.8043
2026-06-15,2026/108,AZN,1,27.0202,27.3737
2026-06-15,2026/108,CAD,1,33.0093,33.1582
2026-06-15,2026/108,CHF,1,58.0933,58.4663
2026-06-15,2026/108,CNY,1,6.7975,6.8865
2026-06-15,2026/108,DKK,1,7.1624,7.1976
2026-06-15,2026/108,EUR,1,53.6157,53.7123
2026-06-15,2026/108,GBP,1,61.9270,62.2498
2026-06-15,2026/108,JPY,100,28.7770,28.9675
2026-06-15,2026/108,KRW,1,0.03034,0.03074
2026-06-15,2026/108,KWD,1,149.6476,151.6057
2026-06-15,2026/108,KZT,1,0.09355,0.09477
2026-06-15,2026/108,NOK,1,4.8439,4.8765
2026-06-15,2026/108,PKR,1,0.16510,0.16726
2026-06-15,2026/108,QAR,1,12.5996,12.7645
2026-06-15,2026/108,RON,1,10.1803,10.3135
2026-06-15,2026/108,RUB,1,0.63233,0.64060
2026-06-15,2026/108,SAR,1,12.3097,12.3319
2026-06-15,2026/108,SEK,1,4.9043,4.9550
2026-06-15,2026/108,USD,1,46.1932,46.2765
2026-06-16,2026/109,AED,1,12.5117,12.6754
2026-06-16,2026/109,AUD,1,32.5796,32.7921
2026-06-16,2026/109,AZN,1,27.0315,27.3852
2026-06-16,2026/109,CAD,1,32.9547,33.1033
2026-06-16,2026/109,CHF,1,58.0121,58.3846
2026-06-16,2026/109,CNY,1,6.8007,6.8897
2026-06-16,2026/109,DKK,1,7.1609,7.1960
2026-06-16,2026/109,EUR,1,53.6077,53.7042
