date,bulletin_no,currency_code,currency_unit,forex_buying,forex_selling
2026-06-16,2026/109,GBP,1,61.9020,62.2248
2026-06-16,2026/109,JPY,100,28.7604,28.9508
2026-06-16,2026/109,KRW,1,0.03048,0.03088
2026-06-16,2026/109,KWD,1,149.7100,151.6689
2026-06-16,2026/109,KZT,1,0.09418,0.09541
2026-06-16,2026/109,NOK,1,4.8359,4.8684
2026-06-16,2026/109,PKR,1,0.16517,0.16733
2026-06-16,2026/109,QAR,1,12.6104,12.7754
2026-06-16,2026/109,RON,1,10.1876,10.3209
2026-06-16,2026/109,RUB,1,0.63514,0.64345
2026-06-16,2026/109,SAR,1,12.3148,12.3370
2026-06-16,2026/109,SEK,1,4.8982,4.9489
2026-06-16,2026/109,USD,1,46.2125,46.2958
2026-06-17,2026/110,AED,1,12.5168,12.6806
2026-06-17,2026/110,AUD,1,32.5656,32.7780
2026-06-17,2026/110,AZN,1,27.0421,27.3960
2026-06-17,2026/110,CAD,1,32.9667,33.1154
2026-06-17,2026/110,CHF,1,58.2439,58.6179
2026-06-17,2026/110,CNY,1,6.8028,6.8919
2026-06-17,2026/110,DKK,1,7.1644,7.1995
2026-06-17,2026/110,EUR,1,53.6365,53.7332
2026-06-17,2026/110,GBP,1,61.9111,62.2339
2026-06-17,2026/110,JPY,100,28.7834,28.9740
2026-06-17,2026/110,KRW,1,0.03035,0.03075
2026-06-17,2026/110,KWD,1,149.7691,151.7288
2026-06-17,2026/110,KZT,1,0.09407,0.09530
2026-06-17,2026/110,NOK,1,4.8623,4.8950
2026-06-17,2026/110,PKR,1,0.16526,0.16742
2026-06-17,2026/110,QAR,1,12.6098,12.7748
2026-06-17,2026/110,RON,1,10.1922,10.3256
2026-06-17,2026/110,RUB,1,0.63038,0.63863
2026-06-17,2026/110,SAR,1,12.3190,12.3412
2026-06-17,2026/110,SEK,1,4.9094,4.9602
2026-06-17,2026/110,USD,1,46.2307,46.3140
2026-06-18,2026/111,AED,1,12.5207,12.6845
2026-06-18,2026/111,AUD,1,32.3791,32.5903
2026-06-18,2026/111,AZN,1,27.0511,27.4050
2026-06-18,2026/111,CAD,1,32.7123,32.8599
2026-06-18,2026/111,CHF,1,57.5264,57.8958
2026-06-18,2026/111,CNY,1,6.7963,6.8852
2026-06-18,2026/111,DKK,1,7.0947,7.1296
2026-06-18,2026/111,EUR,1,53.1143,53.2100
2026-06-18,2026/111,GBP,1,61.1998,61.5189
2026-06-18,2026/111,JPY,100,28.6952,28.8852
2026-06-18,2026/111,KRW,1,0.02996,0.03035
2026-06-18,2026/111,KWD,1,149.6480,151.6061
2026-06-18,2026/111,KZT,1,0.09426,0.09549
2026-06-18,2026/111,NOK,1,4.7830,4.8152
2026-06-18,2026/111,PKR,1,0.16532,0.16748
2026-06-18,2026/111,QAR,1,12.6155,12.7806
2026-06-18,2026/111,RON,1,10.0888,10.2208
2026-06-18,2026/111,RUB,1,0.62559,0.63377
2026-06-18,2026/111,SAR,1,12.3214,12.3436
2026-06-18,2026/111,SEK,1,4.8260,4.8759
2026-06-18,2026/111,USD,1,46.2460,46.3293
2026-06-19,2026/112,AED,1,12.5284,12.6924
2026-06-19,2026/112,AUD,1,32.3772,32.5883
2026-06-19,2026/112,AZN,1,27.0665,27.4207
2026-06-19,2026/112,CAD,1,32.6723,32.8197
2026-06-19,2026/112,CHF,1,57.2440,57.6115
2026-06-19,2026/112,CNY,1,6.7973,6.8863
2026-06-19,2026/112,DKK,1,7.0811,7.1159
2026-06-19,2026/112,EUR,1,53.0096,53.1051
2026-06-19,2026/112,GBP,1,61.0722,61.3906
2026-06-19,2026/112,JPY,100,28.6215,28.8110
2026-06-19,2026/112,KRW,1,0.03009,0.03048
2026-06-19,2026/112,KWD,1,149.7332,151.6925
2026-06-19,2026/112,KZT,1,0.09426,0.09549
2026-06-19,2026/112,NOK,1,4.7527,4.7847
2026-06-19,2026/112,PKR,1,0.16541,0.16757
2026-06-19,2026/112,QAR,1,12.6323,12.7976
2026-06-19,2026/112,RON,1,10.0604,10.1920
2026-06-19,2026/112,RUB,1,0.62453,0.63270
2026-06-19,2026/112,SAR,1,12.3282,12.3504
2026-06-19,2026/112,SEK,1,4.8076,4.8573
2026-06-19,2026/112,USD,1,46.2724,46.3557
2026-06-22,2026/113,AED,1,12.5562,12.7205
2026-06-22,2026/113,AUD,1,32.3863,32.5975
2026-06-22,2026/113,AZN,1,27.1270,27.4819
2026-06-22,2026/113,CAD,1,32.6697,32.8170
2026-06-22,2026/113,CHF,1,57.2542,57.6218
2026-06-22,2026/113,CNY,1,6.8060,6.8950
2026-06-22,2026/113,DKK,1,7.0951,7.1299
2026-06-22,2026/113,EUR,1,53.1153,53.2110
2026-06-22,2026/113,GBP,1,61.1987,61.5177
2026-06-22,2026/113,JPY,100,28.6039,28.7933
2026-06-22,2026/113,KRW,1,0.02997,0.03037
2026-06-22,2026/113,KWD,1,149.8970,151.8585
2026-06-22,2026/113,KZT,1,0.09467,0.09591
2026-06-22,2026/113,NOK,1,4.7739,4.8060
2026-06-22,2026/113,PKR,1,0.16580,0.16797
2026-06-22,2026/113,QAR,1,12.6483,12.8138
2026-06-22,2026/113,RON,1,10.0824,10.2144
2026-06-22,2026/113,RUB,1,0.62324,0.63140
2026-06-22,2026/113,SAR,1,12.3533,12.3755
2026-06-22,2026/113,SEK,1,4.8121,4.8619
2026-06-22,2026/113,USD,1,46.3758,46.4593
2026-06-23,2026/114,AED,1,12.5604,12.7248
2026-06-23,2026/114,AUD,1,32.1534,32.3631
2026-06-23,2026/114,AZN,1,27.1367,27.4918
2026-06-23,2026/114,CAD,1,32.6663,32.8136
2026-06-23,2026/114,CHF,1,57.1658,57.5328
2026-06-23,2026/114,CNY,1,6.7995,6.8885
2026-06-23,2026/114,DKK,1,7.0687,7.1034
2026-06-23,2026/114,EUR,1,52.9191,53.0145
2026-06-23,2026/114,GBP,1,61.2416,61.5609
2026-06-23,2026/114,JPY,100,28.6577,28.8475
2026-06-23,2026/114,KRW,1,0.03000,0.03040
2026-06-23,2026/114,KWD,1,149.9511,151.9132
2026-06-23,2026/114,KZT,1,0.09477,0.09601
2026-06-23,2026/114,NOK,1,4.7441,4.7760
2026-06-23,2026/114,PKR,1,0.16587,0.16804
2026-06-23,2026/114,QAR,1,12.6562,12.8218
2026-06-23,2026/114,RON,1,10.0328,10.1641
2026-06-23,2026/114,RUB,1,0.61611,0.62417
2026-06-23,2026/114,SAR,1,12.3586,12.3809
2026-06-23,2026/114,SEK,1,4.7730,4.8224
2026-06-23,2026/114,USD,1,46.3925,46.4761
2026-06-24,2026/115,AED,1,12.5656,12.7300
2026-06-24,2026/115,AUD,1,31.9317,32.1399
2026-06-24,2026/115,AZN,1,27.1469,27.5022
2026-06-24,2026/115,CAD,1,32.5745,32.7214
2026-06-24,2026/115,CHF,1,57.0217,57.3879
2026-06-24,2026/115,CNY,1,6.7790,6.8677
2026-06-24,2026/115,DKK,1,7.0345,7.0690
2026-06-24,2026/115,EUR,1,52.6683,52.7632
2026-06-24,2026/115,GBP,1,61.0484,61.3666
2026-06-24,2026/115,JPY,100,28.6301,28.8197
2026-06-24,2026/115,KRW,1,0.02985,0.03024
2026-06-24,2026/115,KWD,1,149.8856,151.8469
2026-06-24,2026/115,KZT,1,0.09483,0.09607
2026-06-24,2026/115,NOK,1,4.7073,4.7390
2026-06-24,2026/115,PKR,1,0.16592,0.16809
2026-06-24,2026/115,QAR,1,12.6609,12.8266
2026-06-24,2026/115,RON,1,9.9870,10.1177
2026-06-24,2026/115,RUB,1,0.61580,0.62385
2026-06-24,2026/115,SAR,1,12.3639,12.3862
2026-06-24,2026/115,SEK,1,4.7297,4.7786
2026-06-24,2026/115,USD,1,46.4099,46.4935
2026-06-25,2026/116,AED,1,12.5709,12.7354
2026-06-25,2026/116,AUD,1,31.9418,32.1501
2026-06-25,2026/116,AZN,1,27.1588,27.5142
2026-06-25,2026/116,CAD,1,32.5702,32.7171
2026-06-25,2026/116,CHF,1,57.0555,57.4218
2026-06-25,2026/116,CNY,1,6.7899,6.8787
2026-06-25,2026/116,DKK,1,7.0419,7.0765
2026-06-25,2026/116,EUR,1,52.7177,52.8126
2026-06-25,2026/116,GBP,1,61.0739,61.3923
2026-06-25,2026/116,JPY,100,28.6193,28.8088
2026-06-25,2026/116,KRW,1,0.02995,0.03034
2026-06-25,2026/116,KWD,1,149.9513,151.9134
2026-06-25,2026/116,KZT,1,0.09516,0.09641
2026-06-25,2026/116,NOK,1,4.6911,4.7227
2026-06-25,2026/116,PKR,1,0.16590,0.16807
2026-06-25,2026/116,QAR,1,12.6721,12.8379
2026-06-25,2026/116,RON,1,10.0218,10.1529
2026-06-25,2026/116,RUB,1,0.61327,0.62129
2026-06-25,2026/116,SAR,1,12.3671,12.3893
2026-06-25,2026/116,SEK,1,4.7453,4.7944
2026-06-25,2026/116,USD,1,46.4302,46.5139
2026-06-26,2026/117,AED,1,12.5759,12.7405
2026-06-26,2026/117,AUD,1,31.9650,32.1734
2026-06-26,2026/117,AZN,1,27.1693,27.5248
2026-06-26,2026/117,CAD,1,32.6923,32.8397
2026-06-26,2026/117,CHF,1,57.3117,57.6797
2026-06-26,2026/117,CNY,1,6.7928,6.8817
2026-06-26,2026/117,DKK,1,7.0701,7.1049
2026-06-26,2026/117,EUR,1,52.9289,53.0242
2026-06-26,2026/117,GBP,1,61.2684,61.5878
2026-06-26,2026/117,JPY,100,28.6666,28.8564
2026-06-26,2026/117,KRW,1,0.03003,0.03042
2026-06-26,2026/117,KWD,1,150.0093,151.9722
2026-06-26,2026/117,KZT,1,0.09504,0.09628
2026-06-26,2026/117,NOK,1,4.6817,4.7132
2026-06-26,2026/117,PKR,1,0.16596,0.16814
2026-06-26,2026/117,QAR,1,12.6825,12.8485
2026-06-26,2026/117,RON,1,10.0465,10.1780
2026-06-26,2026/117,RUB,1,0.59795,0.60578
2026-06-26,2026/117,SAR,1,12.3694,12.3917
2026-06-26,2026/117,SEK,1,4.7616,4.8109
2026-06-26,2026/117,USD,1,46.4482,46.5319
2026-06-29,2026/118,AED,1,12.6048,12.7698
2026-06-29,2026/118,AUD,1,32.0390,32.2479
2026-06-29,2026/118,AZN,1,27.2319,27.5882
2026-06-29,2026/118,CAD,1,32.7595,32.9072
2026-06-29,2026/118,CHF,1,57.4407,57.8095
2026-06-29,2026/118,CNY,1,6.8144,6.9036
2026-06-29,2026/118,DKK,1,7.0925,7.1273
2026-06-29,2026/118,EUR,1,53.0950,53.1906
2026-06-29,2026/118,GBP,1,61.4404,61.7607
2026-06-29,2026/118,JPY,100,28.6968,28.8868
2026-06-29,2026/118,KRW,1,0.03000,0.03039
2026-06-29,2026/118,KWD,1,150.3547,152.3220
2026-06-29,2026/118,KZT,1,0.09546,0.09671
2026-06-29,2026/118,NOK,1,4.6790,4.7105
2026-06-29,2026/118,PKR,1,0.16648,0.16866
2026-06-29,2026/118,QAR,1,12.7006,12.8668
2026-06-29,2026/118,RON,1,10.0732,10.2050
2026-06-29,2026/118,RUB,1,0.59300,0.60076
2026-06-29,2026/118,SAR,1,12.3969,12.4192
2026-06-29,2026/118,SEK,1,4.7693,4.8187
2026-06-29,2026/118,USD,1,46.5551,46.6390
2026-06-30,2026/119,AED,1,12.6101,12.7751
2026-06-30,2026/119,AUD,1,31.9835,32.1921
2026-06-30,2026/119,AZN,1,27.2433,27.5998
2026-06-30,2026/119,CAD,1,32.6798,32.8272
2026-06-30,2026/119,CHF,1,57.4216,57.7903
2026-06-30,2026/119,CNY,1,6.8253,6.9146
2026-06-30,2026/119,DKK,1,7.0914,7.1262
2026-06-30,2026/119,EUR,1,53.0866,53.1823
2026-06-30,2026/119,GBP,1,61.5332,61.8541
2026-06-30,2026/119,JPY,100,28.6273,28.8169
2026-06-30,2026/119,KRW,1,0.02986,0.03025
2026-06-30,2026/119,KWD,1,150.4178,152.3860
2026-06-30,2026/119,KZT,1,0.09638,0.09764
2026-06-30,2026/119,NOK,1,4.6793,4.7108
2026-06-30,2026/119,PKR,1,0.16655,0.16873
2026-06-30,2026/119,QAR,1,12.7059,12.8722
2026-06-30,2026/119,RON,1,10.0661,10.1979
2026-06-30,2026/119,RUB,1,0.59280,0.60056
2026-06-30,2026/119,SAR,1,12.3999,12.4222
2026-06-30,2026/119,SEK,1,4.7684,4.8178
2026-06-30,2026/119,USD,1,46.5747,46.6586
